accuracy,assist_availability,balanced_accuracy,ece,meta_held_out_subject,meta_seed,meta_session,meta_sessions_elapsed,meta_split_by,meta_subject,meta_test_repetitions,meta_test_session,meta_train_repetitions,meta_train_sessions,meta_warning,n_test,n_train,protocol,split,unsafe_assist_rate
0.9485537646279532,0.9518529325941056,0.9450734717416989,0.009105512800221744,,,d03_t02,,repetition,s02,"9,10,11,12",,"1,2,3,4,5,6,7,8",,,4529,9039,within-session,within/s02/d03_t02,0.015014351954073748
0.9547252747252747,0.9459378733572282,0.9625696022360184,0.01781675322160155,,,d04_t01,,repetition,s02,"9,10,11,12",,"1,2,3,4,5,6,7,8",,,4550,9073,within-session,within/s02/d04_t01,0.005494505494505495
0.9670645446507515,0.9596319382606114,0.9741882635026,0.016855369646611378,,,d04_t02,,repetition,s02,"9,10,11,12",,"1,2,3,4,5,6,7,8",,,4524,9052,within-session,within/s02/d04_t02,0.0028735632183908046
0.9465581702221245,0.9411593358578503,0.9521775135303614,0.009814884823838991,,,d05_t01,,repetition,s02,"9,10,11,12",,"1,2,3,4,5,6,7,8",,,4547,9056,within-session,within/s02/d05_t01,0.009016934242357598
0.9317127071823205,0.9348534201954397,0.9286636438956293,0.02422537305745395,,,d05_t02,,repetition,s02,"9,10,11,12",,"1,2,3,4,5,6,7,8",,,4525,9088,within-session,within/s02/d05_t02,0.01966850828729282
0.9133616273964583,0.9453499520613614,0.8778047658947103,0.006936122494306704,,,,1,,s01,,d01_t02,,d01_t01,,13666,13580,cross-session,cross-session/s01/d01_t02,0.04492902092785014
0.9324076114907061,0.9404370527944305,0.9237211265807577,0.01912407211204623,,,,2,,s01,,d02_t01,,d01_t01,,13611,13580,cross-session,cross-session/s01/d02_t01,0.022334876203071046
0.9187790998448008,0.9635214007782101,0.8704103466517934,0.00626232262135454,,,,3,,s01,,d02_t02,,d01_t01,,13531,13580,cross-session,cross-session/s01/d02_t02,0.053506762249648954
0.9239554933313684,0.9291770573566085,0.9191852573867081,0.022960802548552452,,,,4,,s01,,d03_t01,,d01_t01,,13571,13580,cross-session,cross-session/s01/d03_t01,0.023727065065212587
0.9193524650478293,0.9362808842652796,0.9042662422996312,0.010085792362887707,,,,5,,s01,,d03_t02,,d01_t01,,13590,13580,cross-session,cross-session/s01/d03_t02,0.03377483443708609
0.9258837809133668,0.9290695357640965,0.9223910019787404,0.01900203211280694,,,,6,,s01,,d04_t01,,d01_t01,,13182,13580,cross-session,cross-session/s01/d04_t01,0.020103170990744955
0.8653659265904163,0.906974450034527,0.8210798176098562,0.014769526197460608,,,,7,,s01,,d04_t02,,d01_t01,,13377,13580,cross-session,cross-session/s01/d04_t02,0.0641399416909621
0.8925126996981521,0.8896193092621664,0.8954141960642887,0.005254899540124645,,,,8,,s01,,d05_t01,,d01_t01,,13583,13580,cross-session,cross-session/s01/d05_t01,0.024663181918574688
0.9176695039624303,0.9571387199536635,0.8748679222282848,0.008828978503790918,,,,9,,s01,,d05_t02,,d01_t01,,13628,13580,cross-session,cross-session/s01/d05_t02,0.049750513648371
0.9264759944121755,0.9182677949228472,0.9339651685525372,0.025470681846972737,,,,1,,s02,,d01_t02,,d01_t01,,13601,13611,cross-session,cross-session/s02/d01_t02,0.013160797000220572
0.8965973396046153,0.8734201273401121,0.9245505305961261,0.02661146116879816,,,,2,,s02,,d02_t01,,d01_t01,,13607,13611,cross-session,cross-session/s02/d02_t01,0.005511868891011979
0.6013272077590608,0.5858585858585859,0.6407553798858147,0.1873212813242586,,,,3,,s02,,d02_t02,,d01_t01,,1959,13611,cross-session,cross-session/s02/d02_t02,0.042879019908116385
0.9195755579948774,0.8980776551199087,0.9446042377595109,0.01270471909066832,,,,4,,s02,,d03_t01,,d01_t01,,13665,13611,cross-session,cross-session/s02/d03_t01,0.002049030369557263
0.8988797169811321,0.8702194958305377,0.9322389345181397,0.02806734988268014,,,,5,,s02,,d03_t02,,d01_t01,,13568,13611,cross-session,cross-session/s02/d03_t02,0.0013266509433962263
0.9213095500256918,0.9130392060528643,0.9293866953073375,0.026873074611474427,,,,6,,s02,,d04_t01,,d01_t01,,13623,13611,cross-session,cross-session/s02/d04_t01,0.013726785583204873
0.9286240424278138,0.90651475314052,0.9518966266458573,0.014071804346015694,,,,7,,s02,,d04_t02,,d01_t01,,13576,13611,cross-session,cross-session/s02/d04_t02,0.0006629345904537419
0.8958318018084246,0.8715314450312049,0.9233755092157279,0.031934409453784535,,,,8,,s02,,d05_t01,,d01_t01,,13603,13611,cross-session,cross-session/s02/d05_t01,0.00580754245387047
0.9196356424006464,0.8936212558463529,0.9433033327492146,0.021843754631207947,,,,9,,s02,,d05_t02,,d01_t01,,13613,13611,cross-session,cross-session/s02/d05_t02,0.0018364798354514066
0.9304088856701572,0.9526803376618289,0.9072993617235512,0.03260918604402625,s01,,,,,,,,,,,135319,124426,cross-subject,cross-subject/s01,0.033882898927718945
0.9082828347772973,0.9005441901577192,0.9163163211230856,0.015919591069434132,s02,,,,,,,,,,,124426,135319,cross-subject,cross-subject/s02,0.01666050503913973
0.9272752938760844,0.9528480204342273,0.9009513293483185,0.011427719387431274,,0,,,,,,,,,leaky by construction — control condition only,77924,181821,random-shuffle,random-shuffle/control,0.0371900826446281
